id,indice,model,completion,pred_lang,task,source,language
5,2,command-r-base,الطعام العضوي هو الطعام الذي ينمو دون استخدام الأسمدة الصناعية أو المبيدات الحشرية أو المواد الكيميائية الأخرى,ara,monolingual,okapi,ar
5,3,command-r-base,الطعام العضوي هو الطعام الذي ينمو دون استخدام الأسمدة,ara,monolingual,okapi,ar
6,0,command-r-base,إنشاء وصفة لوجبة غذائية نباتية صحية شهية تتكوّن من ثلاثة أطباق,ara,monolingual,okapi,ar
6,1,command-r-base,الهدف ,ara,monolingual,okapi,ar
6,2,command-r-base,الهدف من هذا التحدي هو إنشاء وصفة لوجبة غذائية نباتية صحية شهية تتكوّن من ثلاثة أطباق,ara,monolingual,okapi,ar
6,3,command-r-base,الجوائز ,ara,monolingual,okapi,ar
6,4,command-r-base,سيحصل الفائز على جائزة قدرها 1000 دولار أمريكي,ara,monolingual,okapi,ar
6,5,command-r-base,الموعد النهائي,ara,monolingual,okapi,ar
7,0,command-r-base,موضوع اكتب قصة رعب بطول 1850 كلمة,ara,monolingual,okapi,ar
7,1,command-r-base,ردود 11  زيارات 1037,ara,monolingual,okapi,ar
7,2,command-r-base,25  08  2008 0937 PM 1,lit,monolingual,okapi,ar
7,3,command-r-base,السلام عليكم ورحمة الله وبركاته اخواني الكرام اعضاء المنابر,ara,monolingual,okapi,ar
7,4,command-r-base,هذا الموضوع منقول من احد المنتديات وهو عبارة عن مسابقة ل,ara,monolingual,okapi,ar
8,0,command-r-base,موضوع اكتب مقالة تزن حوالي 500 كلمة عن أسباب الفقر الإثنين 11 يناير 2010  1514,ara,monolingual,okapi,ar
8,1,command-r-base,موضوع رد اكتب مقالة تزن حوالي 500 كلمة عن أسباب الفقر الإثنين 11 يناير 2010  1515,ara,monolingual,okapi,ar
8,2,command-r-base,موضوع رد اكتب مقالة تزن حوالي 5,ara,monolingual,okapi,ar
9,0,command-r-base,مقدمة ,ara,monolingual,okapi,ar
9,1,command-r-base,الأطعمة المعدلة وراثيًّا هي أطعمة تم تغييرها عن طريق الهندسة الوراثية وقد تم تغييرها عن طريق إضافة جينات جديدة أو إزالة جينات موجودة بالفعل وتتم هذه العملية عن طريق استخدام تقنيات الهندسة الوراثية,ara,monolingual,okapi,ar
9,2,command-r-base,مزايا الأطعمة المعدلة وراثيًّا ,ara,monolingual,okapi,ar
9,3,command-r-base,تتمتع الأطعمة المعدلة وراثيًّا,ara,monolingual,okapi,ar
10,0,command-r-base,تأثير فيروس كورونا على الشركات الناشئة,ara,monolingual,okapi,ar
10,1,command-r-base,تأثير فيروس كورونا على الشركات الناشئة,ara,monolingual,okapi,ar
10,2,command-r-base,في ظل الأزمة الاقتصادية التي تمر بها العديد من الدول بسبب فيروس كورونا أصبح من الصعب على الشركات الناشئة الاستمرار في العمل حيث أن العديد من الشركات الناشئة تعتمد على التمويل الخارجي وبدون هذا التمويل لن تتمكن الشركات الناشئة من الاستمرار في العمل,ara,monolingual,okapi,ar
11,0,command-r-base,الأسلحة الذاتية الحكم الذاتي هي أسلحة قادرة على اختيار الأهداف ومهاجمتها دون تدخل بشري,ara,monolingual,okapi,ar
11,1,command-r-base,الأسلحة الذاتية الحكم الذاتي هي أسلحة قادرة على اختيار الأهداف ومهاجمتها دون تدخل بشري,ara,monolingual,okapi,ar
11,2,command-r-base,الأسلحة الذاتية الحكم الذاتي هي أسلحة قادرة على اختيار الأهداف ومهاجمتها دون تدخل بشري,ara,monolingual,okapi,ar
11,3,command-r-base,الأسلحة الذاتية الحكم الذاتي,ara,monolingual,okapi,ar
12,0,command-r-base,الرئيسية » تٍك » إختيار المحرر » مقالات تِك » اكتب مدونة تروج لتعليم طلاب المدارس مهارات البرمجة,ara,monolingual,okapi,ar
12,1,command-r-base,20140728  ‎منذ 5 سنوات  آخر تحديث 20140728,ara,monolingual,okapi,ar
12,2,command-r-base,البرمجة هي مهارة أساسية في القرن الحادي والعشرين ولكنها لا تدرس في معظم المدارس,ara,monolingual,okapi,ar
13,0,command-r-base,الموضوع اكتب مقالة نموذجية بعدد 500 كلمة حول موضوع الذكاء الاصطناعي,ara,monolingual,okapi,ar
13,1,command-r-base,10012019 0752 PM 1,lit,monolingual,okapi,ar
13,2,command-r-base,الذكاء الاصطناعي هو مصطلح يطلق على قدرة الآلة على محاكاة القدرات العقلية البشرية مثل التعلم والاستنتاج والتخطيط وتستخدم هذه التقنية في العديد من المجالات,ara,monolingual,okapi,ar
14,0,command-r-base,في اليوم,ara,monolingual,okapi,ar
14,1,command-r-base,الرئيسية › تغذية › تغذية صحية › خطة غذائية أسبوعية,ara,monolingual,okapi,ar
14,2,command-r-base,كتب راندا محمد تغذية صحية آخر تحديث 20160501 1137 صباحًا منذ 3 سنوات,ara,monolingual,okapi,ar
14,3,command-r-base,1 خطة غذائية أسبوعية,ara,monolingual,okapi,ar
14,4,command-r-base,11 وجبات الإفطار,ara,monolingual,okapi,ar
14,5,command-r-base,12 وجبات الغداء,ara,monolingual,okapi,ar
14,6,command-r-base,13 وجبات العش,ara,monolingual,okapi,ar
15,0,command-r-base,تأثير وسائل التواصل الاجتماعي على الصحة النفسية,ara,monolingual,okapi,ar
15,1,command-r-base,الموضوع تأثير وسائل التواصل الاجتماعي على الصحة النفسية عرض مشاركة واحدة,ara,monolingual,okapi,ar
15,2,command-r-base,1 20170110 0249 PM,lit,monolingual,okapi,ar
15,3,command-r-base,ترافل مصر  Travel Egypt  سياحة مصر  رحلات مصر  شتاء مصر  ربيع مصر  صيف مصر  خريف مصر  مصر  مصر  مصر  مصر  مصر  مصر  مصر,ara,monolingual,okapi,ar
16,0,command-r-base,أنشئ تقريرًا علميًا بمساحة 900 كلمة يناقش تأثير الاحتباس الحراري على المنطقة القطبية الشمالية استخدم المعلومات الواردة في المستندات المصاحبة بالإضافة إلى أبحاثك الخاصة لإنشاء تقرير علمي يتناول تأثير الاحتباس الحراري على المنطقة القطبية الشمالية,ara,monolingual,okapi,ar
16,1,command-r-base,تقرير علمي بمساحة 900 كلمة يناقش تأثير الاحتباس الحراري,ara,monolingual,okapi,ar
17,0,command-r-base,الاحتياطات قبل الإعصار ,ara,monolingual,okapi,ar
17,1,command-r-base,قبل الإعصار يجب على الناس اتخاذ الاحتياطات التالية,ara,monolingual,okapi,ar
17,2,command-r-base,الاحتياطات خلال الإعصار ,ara,monolingual,okapi,ar
17,3,command-r-base,خلال الإعصار يجب على الناس اتخاذ الاحتياطات التالية,ara,monolingual,okapi,ar
17,4,command-r-base,الاحتياطات بعد الإعصار ,ara,monolingual,okapi,ar
17,5,command-r-base,بعد الإعصار يجب على الناس اتخاذ الاحتياطات التالية,ara,monolingual,okapi,ar
17,6,command-r-base,المراجع ,ara,monolingual,okapi,ar
18,0,command-r-base, حسوب IO,fas,monolingual,okapi,ar
18,1,command-r-base,أنتج مقالًا يتكون من 500 كلمة حول موضوع التعلم الآلي arabiaio,ara,monolingual,okapi,ar
18,2,command-r-base,httpsarabiaiogo12271,cym,monolingual,okapi,ar
18,3,command-r-base,httpsarabiaiogo12272,cym,monolingual,okapi,ar
18,4,command-r-base,httpsarabiaiogo12273,cym,monolingual,okapi,ar
18,5,command-r-base,httpsarabiaiogo12274,cym,monolingual,okapi,ar
18,6,command-r-base,httpsarabia,eng,monolingual,okapi,ar
19,0,command-r-base,الخيال العلمي هو نوع من الخيال يتعامل مع الاختراعات والاكتشافات العلمية المستقبلية مثل السفر عبر الزمن,ara,monolingual,okapi,ar
19,1,command-r-base,في عام 2012 تم اختراع فيروس كمبيوتر يتيح للناس السفر عبر الزمن,ara,monolingual,okapi,ar
19,2,command-r-base,في عام 2012 تم اختراع فيروس كمبيوتر يتيح للناس السفر عبر الزمن,ara,monolingual,okapi,ar
19,3,command-r-base,في عام 2012 تم,ara,monolingual,okapi,ar
20,0,command-r-base,تم النشر بواسطة 3bdulaziz,ara,monolingual,okapi,ar
20,1,command-r-base,تم النشر بواسطة 3bdulaziz 3bdulaziz 3bdulaziz,ara,monolingual,okapi,ar
20,2,command-r-base,تم النشر بواسطة 3bdulaziz	1,ara,monolingual,okapi,ar
20,3,command-r-base,تم النشر بواسطة 3bdulaziz 3bdulaziz 3bdulaziz	0,ara,monolingual,okapi,ar
20,4,command-r-base,تم النشر بواسطة 3bdulaziz 3bdulaziz 3bdulaziz	0,ara,monolingual,okapi,ar
20,5,command-r-base,تم النشر بواسطة 3bd,ara,monolingual,okapi,ar
21,0,command-r-base,مقدمة ,ara,monolingual,okapi,ar
21,1,command-r-base,التغير المناخي هو تغير في المناخ على مدى فترة طويلة من الزمن يمكن أن يكون تغيرًا طبيعيًا أو ناتجًا عن نشاطات بشرية,ara,monolingual,okapi,ar
21,2,command-r-base,التأثيرات الاقتصادية ,ara,monolingual,okapi,ar
21,3,command-r-base,يمكن أن يكون للتغير المناخي تأثيرات اقتصادية كبيرة حيث يمكن أن يؤثر على الإنتاجية الزراعية والموارد الطبيعية والبنية التحتية والصحة العامة وغيرها من,ara,monolingual,okapi,ar
22,0,command-r-base,الذكاء الاصطناعي هو مجال متعدد التخصصات من مجالات علوم الكمبيوتر يهتم بإنشاء آلات ذكية,ara,monolingual,okapi,ar
22,1,command-r-base,الذكاء الاصطناعي هو مجال متعدد التخصصات من مجالات علوم الكمبيوتر يهتم بإنشاء آلات ذكية,ara,monolingual,okapi,ar
22,2,command-r-base,الذكاء الاصطناعي هو مجال متعدد التخصصات من مجالات علوم الكمبيوتر يهتم بإنشاء آلات ذ,ara,monolingual,okapi,ar
23,0,command-r-base,الشعاب المرجانية هي عبارة عن هياكل صخرية كبيرة تحت الماء تُشكلها الكائنات الحية الدقيقة التي تسمى المرجان,ara,monolingual,okapi,ar
23,1,command-r-base,تُعد الشعاب المرجانية موطنًا للعديد من الكائنات البحرية بما في ذلك الأسماك والسلاحف البحرية والسرطانات,ara,monolingual,okapi,ar
23,2,command-r-base,تُعد الشعاب المرجانية مهمة للنظام البيئي البحري حيث توفر موطن,ara,monolingual,okapi,ar
24,0,command-r-base,الاقتصاد العالمي هو الاقتصاد العالمي الذي يغطي التجارة العالمية والمالية العالمية يتكون الاقتصاد العالمي من اقتصادات الدول الفردية التي تتفاعل مع بعضها البعض,ara,monolingual,okapi,ar
24,1,command-r-base,تأثير COVID19 على الاقتصاد العالمي ,ara,monolingual,okapi,ar
24,2,command-r-base,أثرت جائحة COVID19 على الاقتصاد العالمي في 23 مارس 2020 قال الأمين العام للأمم المتحدة أنطونيو غوتيريش إن العالم يواجه أسو,ara,monolingual,okapi,ar
25,0,command-r-base,الذكاء الاصطناعي هو أحدث صيحة في عالم التكنولوجيا حيث يُستخدم في العديد من المجالات بما في ذلك الأعمال الصغيرة,ara,monolingual,okapi,ar
25,1,command-r-base,في هذا المقال سنستكشف الأسباب التي تجعل الأعمال الصغيرة تستخدم الذكاء الاصطناعي وكيف يمكن أن يساعد في تحسين عملياتها,ara,monolingual,okapi,ar
25,2,command-r-base,الذكاء الاصطناعي هو أحدث صيحة في عالم التكنولوجيا حيث يُستخدم في العديد من المجالات,ara,monolingual,okapi,ar
26,0,command-r-base,في موقعك الإلكتروني,ara,monolingual,okapi,ar
26,1,command-r-base,الصفحة الرئيسية  قائمة المواضيع  فوائد استخدام مساعد افتراضي,ara,monolingual,okapi,ar
26,2,command-r-base,فوائد استخدام مساعد افتراضي,ara,monolingual,okapi,ar
26,3,command-r-base,هل تبحث عن مقالات حول فوائد استخدام مساعد افتراضي؟,ara,monolingual,okapi,ar
26,4,command-r-base,هل تبحث عن مقالات حول فوائد استخدام مساعد افتراضي؟ مع تطور التكنولوجيا  أصبح من الممكن للشركات أن تتفاعل مع عملائها على مدار الساعة طوال أيام الأسبوع,ara,monolingual,okapi,ar
26,5,command-r-base,أصبحت مساعد,ara,monolingual,okapi,ar
27,0,command-r-base,َه في الأسبوع الأول ويجب أن تتضمن المدونة,ara,monolingual,okapi,ar
27,1,command-r-base,١ عنوانًا جذابًا,fas,monolingual,okapi,ar
27,2,command-r-base,٢ صورةً أو أكثر,ara,monolingual,okapi,ar
27,3,command-r-base,٣ فيديوًا أو أكثر,ara,monolingual,okapi,ar
27,4,command-r-base,٤ روابطَ لمواقعَ أخرى,ara,monolingual,okapi,ar
27,5,command-r-base,٥ تعليقاتٍ من الزوار,ara,monolingual,okapi,ar
27,6,command-r-base,٦ إعلاناتٍ,ara,monolingual,okapi,ar
27,7,command-r-base,٧ أدواتٍ للتواصل الاجتماعي,ara,monolingual,okapi,ar
28,0,command-r-base, تعلم الآلة,ara,monolingual,okapi,ar
28,1,command-r-base,تعلُّم الآلة هو مجال من مجالات الذكاء الاصطناعي يدرس الخوارزميات التي تتيح للحواسيب التعلم أي تحسين أدائها في مهمة ما من خلال الخبرة,ara,monolingual,okapi,ar
28,2,command-r-base,تتضمن تطبيقات تعلم الآلة التعرف على الصور والتنبؤ بالطقس وتشخيص الأمراض وتوصية المنتجات وفهم,ara,monolingual,okapi,ar
29,0,command-r-base,الموضوع اكتب مقالًا بطول ٥٠٠ كلمة حول موضوع مهارات التواصل الفعال,ara,monolingual,okapi,ar
29,1,command-r-base,03122018 0112 AM 1,unknown,monolingual,okapi,ar
29,2,command-r-base,مهارات التواصل الفعال,ara,monolingual,okapi,ar
29,3,command-r-base,التواصل الفعال هو القدرة على نقل المعلومات والآراء والأفكار إلى الآخرين بطريقة واضحة ومفهومة كما أنه القدرة على الاستماع إلى الآخر,ara,monolingual,okapi,ar
30,0,command-r-base,الرئيسية › اللياقة › تمارين › كيفية تصميم خطة تمارين تستغرق 10 أيام لتحقيق أقصى نتائج,ara,monolingual,okapi,ar
30,1,command-r-base,كتب راندا محمد تمارين آخر تحديث 20161003 1243 مساءً منذ 3 سنوات,ara,monolingual,okapi,ar
30,2,command-r-base,1 كيفية تصميم خطة تمارين تستغرق 10 أيام لتحقيق أقصى نتائج,ara,monolingual,okapi,ar
31,0,command-r-base,العبارة المعطاة,ara,monolingual,okapi,ar
31,1,command-r-base,إنّ التعليم الموسيقي هو أحد أهمّ أنواع التعليم التي يجب أن يحصل عليها الإنسان فهو يُساعد على تنمية مهاراته العقلية ويزيد من قدرته على التركيز ويُحسّن من أدائه في مختلف المجالات,ara,monolingual,okapi,ar
31,2,command-r-base,المقال,ara,monolingual,okapi,ar
31,3,command-r-base,إنّ التعليم الموسيقي هو أحد أهمّ أنواع التعليم التي يجب أن يحصل عليها الإنسان فهو ي,ara,monolingual,okapi,ar
32,0,command-r-base,أفكار هدايا جديدة,ara,monolingual,okapi,ar
32,1,command-r-base,أفكار هدايا جديدة,ara,monolingual,okapi,ar
32,2,command-r-base,1 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,3,command-r-base,2 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,4,command-r-base,3 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,5,command-r-base,4 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,6,command-r-base,5 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,7,command-r-base,6 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,8,command-r-base,7 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,9,command-r-base,8 هدية عيد ميلاد,ara,monolingual,okapi,ar
32,10,command-r-base,9 هدية عيد ميلاد,ara,monolingual,okapi,ar
33,0,command-r-base, مساعدة Google Ads gbcgccgdcx00gYbx00function ecreturn1fctoLowerCaseindexOfwebkit function gcabvar c0aWbStringasplitbWbStringbsplitforvar dMathmaxalength,epo,monolingual,okapi,ar
34,0,command-r-base,الموضوع اكتب مقالًا بطول 500 كلمة تلخص التحديات المرتبطة بتطوير السيارات ذاتية القيادة,ara,monolingual,okapi,ar
34,1,command-r-base,12052019 0959 PM 1,lit,monolingual,okapi,ar
34,2,command-r-base,السيارات ذاتية القيادة هي سيارات يمكنها أن تقود نفسها دون تدخل بشري,ara,monolingual,okapi,ar
34,3,command-r-base,في عام 2018 قُتل رجل في ولاية أريزونا الأمريكية عندما ص,ara,monolingual,okapi,ar
35,0,command-r-base, حسوب IO,fas,monolingual,okapi,ar
35,1,command-r-base,20190617T1240040000,unknown,monolingual,okapi,ar
35,2,command-r-base,اكتب 500 كلمة عن آثار إدخال الذكاء الاصطناعي في مجتمعنا,ara,monolingual,okapi,ar
35,3,command-r-base,الذكاء الاصطناعي هو أحدث ما توصلت إليه التكنولوجيا في عصرنا الحالي وهو عبارة عن مجموعة من التقنيات التي تتيح للآلات القيام بأعمال تتطلب,ara,monolingual,okapi,ar
36,0,command-r-base, Article Writing  Freelancer,eng,monolingual,okapi,ar
36,1,command-r-base,See more كتابة مقال كتابة مقال عن كتابة مقال عن موضوع كتابة مقال عن موضوع معين كتابة مقال عن موضوع معين 1000 كلمة كتابة مقال عن موضوع معين 1000 كلمة كتابة مقال عن موضوع معين 1000 كلمة كتابة مقال عن موضوع معين 1000 كلمة كتابة مق,ara,monolingual,okapi,ar
37,0,command-r-base,الموضوع اكتب قصة بحجم 500 كلمة في نوع رعب,ara,monolingual,okapi,ar
37,1,command-r-base,09022013 0301 PM 1,lit,monolingual,okapi,ar
37,2,command-r-base,السلام عليكم ورحمة الله وبركاته,ara,monolingual,okapi,ar
38,0,command-r-base,httpswwwstoryboardthatcomarcreateتمساحقصصالكتب,ara,monolingual,okapi,ar
38,1,command-r-base,أنشئ قصة لكتاب الأطفال حول التمساح,ara,monolingual,okapi,ar
38,2,command-r-base,قصص التمساح,ara,monolingual,okapi,ar
38,3,command-r-base,التماسيح هي زواحف كبيرة تعيش في المياه العذبة في جميع أنحاء العالم التماسيح هي آكلة اللحوم  وتتغذى على الأسماك والطيور والحيوانات الصغيرة التماسيح هي زواحف ب,ara,monolingual,okapi,ar
39,0,command-r-base, Uniplaces Blog,eng,monolingual,okapi,ar
39,1,command-r-base,By Uniplaces	 May 16 2016	 Uniplaces	 No Comments,eng,monolingual,okapi,ar
39,2,command-r-base,هل أنت مهتم بالبيئة؟ هل تريد أن تكتب عن أهمية التوعية بتغير المناخ؟,ara,monolingual,okapi,ar
39,3,command-r-base,إذا كانت إجابتك بنعم فهذه فرصتك,ara,monolingual,okapi,ar
39,4,command-r-base,نحن في Uniplaces نبحث عن طلاب دوليين يكتبون عن أهمية التوعية بت,ara,monolingual,okapi,ar
40,0,command-r-base,تكنولوجيا التعليم هي استخدام التكنولوجيا في التعليم يمكن أن يكون ذلك في شكل أجهزة كمبيوتر أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو أجهزة عرض أو,ara,monolingual,okapi,ar
41,0,command-r-base,الموضوع تركيب مقال يتكون من 300 كلمة حول انخفاض أعداد نحل العسل في العالم,ara,monolingual,okapi,ar
41,1,command-r-base,20190417 0352 PM 1,lit,monolingual,okapi,ar
41,2,command-r-base,تركيب مقال يتكون من 300 كلمة حول انخفاض أعداد نحل العسل في العالم,ara,monolingual,okapi,ar
41,3,command-r-base,20190417 0353 PM 2,lit,monolingual,okapi,ar
42,0,command-r-base,البيتزا هي واحدة من أكثر الأطعمة شعبية في العالم يمكن العثور عليها في كل مكان تقريبًا من المطاعم الفاخرة إلى عربات الطعام لكن هل تعلم أن البيتزا لها تاريخ طويل ومثير للاهتمام؟,ara,monolingual,okapi,ar
42,1,command-r-base,يعود أصل البيتزا إلى إيطاليا حيث تم إعدادها لأول مرة في القرن السادس عشر كانت البيتزا في ذلك الوقت عبارة عن خبز مسطح مغط,ara,monolingual,okapi,ar
43,0,command-r-base,تأثير الإنترنت على الاتصالات,ara,monolingual,okapi,ar
43,1,command-r-base,أنشئ مقالًا بين 300 و 400 كلمة حول الموضوع التالي تأثير الإنترنت على الاتصالات,ara,monolingual,okapi,ar
43,2,command-r-base,تأثير الإنترنت على الاتصالات,ara,monolingual,okapi,ar
43,3,command-r-base,إن الإنترنت هو شبكة عالمية من شبكات الحاسوب المتصلة ببعضها البعض وقد بدأ الإنترنت في عام 1969 كشبكة حاسوب صغيرة تدعى أربانت ARPANET أن,ara,monolingual,okapi,ar
44,0,command-r-base,تم النشر بواسطة محمد الحسين,ara,monolingual,okapi,ar
44,1,command-r-base,السلام عليكم ورحمة الله وبركاتهالفن في التعليم الفن هو الوسيلة التي تعبر عن مكنونات النفس البشرية  وتجسد ما يدور في خلد الإنسان من أفكار ومشاعر وأحاسيس  وهو أيضاً الوسيلة التي تعبر عن ثقافة الشعوب  وتاريخها  وعاداتها  وتقاليدها  وكل ما يتعلق بها ,ara,monolingual,okapi,ar
45,0,command-r-base,الأطعمة العضوية هي الأطعمة التي تنتج دون استخدام الأسمدة الاصطناعية والمبيدات الحشرية والمواد الحافظة والهرمونات والمواد المضافة والهندسة الوراثية,ara,monolingual,okapi,ar
45,1,command-r-base,مزايا الأطعمة العضوية ,ara,monolingual,okapi,ar
45,2,command-r-base,تتضمن مزايا الأطعمة العضوية ما يلي,ara,monolingual,okapi,ar
45,3,command-r-base,1 المذاق غالبًا ما يكون للأطعمة العضوية,ara,monolingual,okapi,ar
46,0,command-r-base,أكتب مقالة بطول 500 كلمة حول موضوعات الوحدة التي تظهر في رواية الرجل العجوز والبحر لإرنست هيمنغواي 1 educator answer,ara,monolingual,okapi,ar
46,1,command-r-base,ما هي الموضوعات الرئيسية في رواية الرجل العجوز والبحر لإرنست هيمنغواي؟,ara,monolingual,okapi,ar
46,2,command-r-base,ما هي الموضوعات الرئيسية في رواية الرجل العجوز والبحر لإرنست هيمنغواي؟ 1 educator,ara,monolingual,okapi,ar
47,0,command-r-base,قم بإنشاء قصة إبداعية طويلة بحد أدنى 500 كلمة يجب أن تكون القصة مكتوبة بشكل جيد وأن تكون ممتعة وأن تكون مكتوبة بشكل جيد وأن تكون ممتعة وأن تكون مكتوبة بشكل جيد وأن تكون ممتعة وأن تكون مكتوبة بشكل جيد وأن تكون ممتعة وأن تكون مكتوبة بشكل جيد وأن تكون ممتعة وأن,ara,monolingual,okapi,ar
48,0,command-r-base,في الجدول التالي,ara,monolingual,okapi,ar
48,1,command-r-base, الكلمة  التردد ,ara,monolingual,okapi,ar
48,2,command-r-base, ماكس  1 ,ara,monolingual,okapi,ar
48,3,command-r-base, كان  1 ,ara,monolingual,okapi,ar
48,4,command-r-base, يسير  1 ,ara,monolingual,okapi,ar
48,5,command-r-base, في  1 ,ara,monolingual,okapi,ar
48,6,command-r-base, الشارع  1 ,ara,monolingual,okapi,ar
48,7,command-r-base, عندما  1 ,ara,monolingual,okapi,ar
48,8,command-r-base, لاحظ  1 ,ara,monolingual,okapi,ar
48,9,command-r-base, توهج  1 ,ara,monolingual,okapi,ar
48,10,command-r-base, صغير  1 ,ara,monolingual,okapi,ar
48,11,command-r-base, أصفر  1 ,ara,monolingual,okapi,ar
49,0,command-r-base,Write a short persuasive essay about the importance of voting,eng,monolingual,okapi,ar
49,1,command-r-base,Напишите короткое и убедительное эссе о важности голосования,rus,monolingual,okapi,ar
49,2,command-r-base,Rédigez un essai court et persuasif sur limportance du vote,fra,monolingual,okapi,ar
49,3,command-r-base,Escriba un ensayo breve y persuasivo sobre la importancia del voto,spa,monolingual,okapi,ar
50,0,command-r-base,المحمولة,ara,monolingual,okapi,ar
50,1,command-r-base,httpssbttestazurewebsitesnetarcreateالرابالشعرحولالحواسيبالمحمولة,ara,monolingual,okapi,ar
50,2,command-r-base,الراب حول الحواسيب المحمولة,ara,monolingual,okapi,ar
50,3,command-r-base,إنشاء الراب حول الحواسيب المحمولة,ara,monolingual,okapi,ar
50,4,command-r-base,ما هو الراب حول الحواسيب المحمولة؟,ara,monolingual,okapi,ar
50,5,command-r-base,الراب حول الحواسيب المحمولة هو نوع من الشعر الذي يستخدم الإيقاع والوزن والق,ara,monolingual,okapi,ar
51,0,command-r-base,الرئيسية  إلهام  قم بإنشاء سيرة ذاتية لمحلل بيانات,ara,monolingual,okapi,ar
51,1,command-r-base,قم بإنشاء سيرة ذاتية لمحلل بيانات,ara,monolingual,okapi,ar
51,2,command-r-base,بواسطة ريبيكا كوري  كاتب السيرة الذاتية,ara,monolingual,okapi,ar
51,3,command-r-base,هل تبحث عن وظيفة محلل البيانات؟,ara,monolingual,okapi,ar
51,4,command-r-base,من أجل الحصول على وظيفة محلل البيانات  ستحتاج إلى تقديم سيرة ذاتية توضح مهاراتك وخبراتك,ara,monolingual,okapi,ar
51,5,command-r-base,استخدم السيرة الذاتية لمحل,ara,monolingual,okapi,ar
52,0,command-r-base,الهدف ,ara,monolingual,okapi,ar
52,1,command-r-base,الهدف من هذا التمرين هو تعزيز مهارات الكتابة الإقناعية لدى الطلاب وتطوير مهاراتهم في الكتابة عن القضايا البيئية,ara,monolingual,okapi,ar
52,2,command-r-base,الخلفية ,ara,monolingual,okapi,ar
